Qty	Name				Url
8	M3x4x4 Heat Set Inserts		https://amzn.to/4gSAk3M
1	3L3R Tuning Pegs		https://amzn.to/3Whyrp0
2	M5x12 BHCS			https://amzn.to/4jeqLxq
1	M5x45 SHCS			https://amzn.to/4akIBuH
2	M5 Slide In Nut			https://amzn.to/40tPEOo
6	M3x25 FHCS			https://amzn.to/4acQHW5
2	M3x25 SHCS			https://amzn.to/4jePKRd
1	CR2032 Battery			https://amzn.to/4aeYF1d
1	5mmx2mm Slide Switch		https://amzn.to/4hd0GNI
1	Jumper Wire			https://amzn.to/40c2IXh
